n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,C,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,D,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,H,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,F,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,1
33,6x6_2,random,6,2.246876,1213,1213,1,,A,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,K,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,1
33,6x6_2,random,6,2.246876,1213,1213,1,,B,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,1
33,6x6_2,random,6,2.246876,1213,1213,1,,X,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,E,1
33,6x6_2,random,6,2.246876,1213,1213,1,,L,1
33,6x6_2,random,6,2.246876,1213,1213,1,,G,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,J,-1
33,6x6_2,random,6,2.246876,1213,1213,1,,I,-1
